_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Flag],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[AccountNumber],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[OrderNumber],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,19,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],Table,,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,20,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLogCurrent],View,,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,20,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLogCurrent],View,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,21,[pc-cas\dev].[AdventureWorks].[SalesLT].[vGetAllCategories],View,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,21,[pc-cas\dev].[AdventureWorks].[SalesLT].[vGetAllCategories],View,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,21,[pc-cas\dev].[AdventureWorks].[SalesLT].[vGetAllCategories],View,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,22,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],View,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,23,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductModelCatalogDescription],View,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],[pc-cas\dev].[AdventureWorks].[CatalogDescription].[value],N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,23,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductModelCatalogDescription],View,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],[pc-cas\dev].[AdventureWorks].[CatalogDescription].[value],N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,23,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductModelCatalogDescription],View,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],[pc-cas\dev].[AdventureWorks].[CatalogDescription].[value],N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,24,[pc-cas\dev].[AdventureWorks].[dbo].[AccountNumber],User Defined Type,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,24,[pc-cas\dev].[AdventureWorks].[dbo].[AccountNumber],User Defined Type,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,25,[pc-cas\dev].[AdventureWorks].[dbo].[Flag],User Defined Type,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,25,[pc-cas\dev].[AdventureWorks].[dbo].[Flag],User Defined Type,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,26,[pc-cas\dev].[AdventureWorks].[dbo].[NameStyle],User Defined Type,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],,,N_A,pc-cas\dev
